descending order
DATA date is  22-10-17
ライバー,subscriberCount
夕刻ロベル 274000
律可 218000
アステル・レダ 214000
影山シエン 210000
奏手イヅル 198000
RegisAltare 190000
NoirVesper 178000
アルランディス 173000
荒咬オウガ 169000
MagniDezmond 169000
AxelSyrios 158000
花咲みやび 132000
岸堂天真 127000
緋崎ガンマ 90800
夜十神封魔 87800
水無世燐央 86100
鏡見キラ 77100
羽継烏有 71000
薬師寺朱雀 10300
