descending order
DATA date is  22-10-20
ライバー,subscriberCount
夕刻ロベル 274000
律可 219000
アステル・レダ 214000
影山シエン 210000
奏手イヅル 199000
RegisAltare 193000
NoirVesper 180000
アルランディス 174000
MagniDezmond 170000
荒咬オウガ 169000
AxelSyrios 159000
花咲みやび 132000
岸堂天真 127000
緋崎ガンマ 91900
夜十神封魔 88200
水無世燐央 86500
鏡見キラ 77100
羽継烏有 71200
薬師寺朱雀 10300
