descending order
DATA date is  22-10-16
ライバー,subscriberCount
胡桃のあ 475000
一ノ瀬うるは 464000
橘ひなの_Hinano Tachibana  429000
橘ひなの 429000
花芽すみれ 425000
藍沢エマ_ぶいすぽっ 350000
八雲べに 317000
花芽なずな 293000
猫汰つな 281000
紫宮るな 274000
英リサ 260000
神成きゅぴ 228000
空澄セナ 218000
兎咲ミミ_ぶいすぽっ 207000
如月れん 152000
白波らむね_ぶいすぽっ 138000
小雀とと 129000
