descending order
DATA date is  22-10-10
ライバー,subscriberCount
胡桃のあ 474000
一ノ瀬うるは 462000
橘ひなの_Hinano Tachibana  427000
橘ひなの 427000
花芽すみれ 424000
藍沢エマ_ぶいすぽっ 349000
八雲べに 315000
花芽なずな 292000
猫汰つな 278000
紫宮るな 273000
英リサ 259000
神成きゅぴ 227000
空澄セナ 217000
兎咲ミミ_ぶいすぽっ 206000
如月れん 152000
白波らむね_ぶいすぽっ 136000
小雀とと 128000
