descending order
DATA date is  22-10-17
ライバー,VideoCount
アルランディス 1570
夕刻ロベル 1204
岸堂天真 838
花咲みやび 635
律可 568
荒咬オウガ 562
影山シエン 468
アステル・レダ 433
緋崎ガンマ 230
奏手イヅル 205
水無世燐央 178
夜十神封魔 161
羽継烏有 157
RegisAltare 105
NoirVesper 101
鏡見キラ 95
AxelSyrios 91
MagniDezmond 78
薬師寺朱雀 0
