descending order
DATA date is  22-10-14
ライバー,VideoCount
アルランディス 1562
夕刻ロベル 1203
岸堂天真 835
花咲みやび 634
律可 567
荒咬オウガ 560
影山シエン 467
アステル・レダ 430
緋崎ガンマ 226
奏手イヅル 204
水無世燐央 178
夜十神封魔 160
羽継烏有 155
RegisAltare 101
NoirVesper 100
鏡見キラ 95
AxelSyrios 88
MagniDezmond 78
薬師寺朱雀 0
