descending order
DATA date is  22-10-10
ライバー,VideoCount
アルランディス 1553
夕刻ロベル 1199
岸堂天真 833
花咲みやび 632
律可 566
荒咬オウガ 558
影山シエン 466
アステル・レダ 429
緋崎ガンマ 224
奏手イヅル 203
水無世燐央 175
夜十神封魔 159
羽継烏有 151
RegisAltare 100
NoirVesper 98
鏡見キラ 95
AxelSyrios 83
MagniDezmond 75
薬師寺朱雀 0
