descending order
DATA date is  22-10-10
ライバー,VideoCount
白神フブキ 1680
ロボ子さん 1099
兎田ぺこら 1069
角巻わため 1049
不知火フレア 952
天音かなた 928
さくらみこ 875
赤井はあと 865
夏色まつり 858
常闇トワ 796
桐生ココ 788
宝鐘マリン 782
尾丸ポルカ 773
大空スバル 759
白銀ノエル 723
雪花ラミィ 721
ときのそら 715
猫又おかゆ 683
PavoliaReine 675
獅白ぼたん 673
WatsonAmelia 659
アキ・ローゼンタール 658
TakabashiKiara 636
戌神ころね 618
KureijiOllie 597
大神ミオ 592
AyundaRisu 583
MoriCalliope 554
博衣こより 553
桃鈴ねね 551
星街すいせい 551
姫森ルーナ 542
癒月ちょこ 517
MoonaHoshinova 486
AiraniIofifteen 476
鷹嶺ルイ 459
紫咲シオン 458
湊あくあ 456
NinomaeIna'nis 450
AnyaMelfissa 422
GawrGura 382
夜空メル 349
HakosBaelz 292
KaelaKovalskia 283
風真いろは 252
AZKi 252
CeresFauna 235
IRyS 232
ラプラス・ダークネス 225
NanashiMumei 225
百鬼あやめ 218
VestiaZeta 201
沙花叉クロヱ 200
OuroKronii 180
KoboKanaeru 158
TsukumoSana 99
