descending order
DATA date is  22-10-09
ライバー,subscriberCount
夕刻ロベル 273000
律可 218000
アステル・レダ 212000
影山シエン 209000
奏手イヅル 196000
RegisAltare 184000
NoirVesper 174000
アルランディス 173000
荒咬オウガ 168000
MagniDezmond 165000
AxelSyrios 153000
花咲みやび 131000
岸堂天真 126000
緋崎ガンマ 87200
夜十神封魔 86800
水無世燐央 85200
鏡見キラ 77100
羽継烏有 70500
薬師寺朱雀 10300
