descending order
DATA date is  22-10-14
ライバー,subscriberCount
夕刻ロベル 273000
律可 218000
アステル・レダ 213000
影山シエン 209000
奏手イヅル 197000
RegisAltare 187000
NoirVesper 177000
アルランディス 173000
荒咬オウガ 169000
MagniDezmond 168000
AxelSyrios 156000
花咲みやび 132000
岸堂天真 127000
緋崎ガンマ 89300
夜十神封魔 87400
水無世燐央 85700
鏡見キラ 77100
羽継烏有 70800
薬師寺朱雀 10300
