DATA date is  22-06-30
ライバー,subscriberCount
AlbanKnox 383000
AmiciaMichella 81200
AzuraCecillia 53800
BanHada 61400
BonnivierPranaja 81700
DeremKado 32700
EliraPendora 403000
EnnaAlouette 323000
EtnaCrimson 48300
FinanaRyugu 377000
FulgurOvid 258000
Gaon 30300
HaYun 47500
HyonaElatiora 30100
IkeEveland 621000
LaylaAlstroemeria 59800
LeeRoha 88000
LucaKaneshiro 628000
MillieParfait 315000
MiyuOttavia 84900
MystaRias 721000
NagisaArcinia 28300
Nagi【にじさんじ】 69600
NaraHaramaung 55400
NaSera【にじさんじ】 26100
NinaKosaka 428000
OhJiyu 38000
PetraGurin 341000
PomuRainpuff 391000
RaiGalilei 43900
ReimuEndou 290000
RezaAvanluna 55600
RiksaDhirendra 48900
RosemiLovelock 327000
RyuHari 24500
Ryushen 555000
SelenTatsuki 411000
SonnyBrisko 302000
UkiVioleta 317000
VoxAkuma 896000
XiaEkavira 32900
Yamino 580000
YugoAsuma 281000
えま★おうがすと 200000
える【にじさんじ】 277000
でびでび・でびる 494000
ましろ None
アクシア・クローネ 245000
アルス・アルマル 632000
アンジュ・カトリーナ 670000
イブラヒム 478000
エクス・アルビオ 311000
エリー・コニファー 179000
オリバー・エバンス 230000
ギルザレンⅲ世 127000
グウェル・オス・ガール 404000
シスカレオンタイン 115000
シスター・クレア 443000
ジョー・力一 395000
セフィナ 86700
ゼアコルネリア 93900
タカラジマン 112000
ドーラ 309000
ニュイ・ソシエール 392000
ハナマキア 273000
フミ 205000
フレン・E・ルスタリオ 471000
ベルモンド・バンデラス 415000
ミカメラティカ 205000
モイラ 138000
ヤンナリ 125000
ラトナ・プティ 451000
リゼ・ヘルエスタ 661000
ルイス・キャミー 199000
レイン・パターソン 291000
レオス・ヴィンセント 277000
レヴィ・エリファ 279000
ローレン・イロアス 300000
三枝明那 491000
不破湊 580000
伏見ガク 227000
健屋花那 465000
先斗寧 125000
剣持刀也 673000
加賀美ハヤト 523000
勇気ちひろ 618000
卯月コウ 224000
周央サンゴ 373000
壱百満天原サロメ 1390000
夕陽リリ 236000
夜見れな 415000
夢月ロア 353000
夢追翔 284000
天ヶ瀬むゆ 97300
天宮こころ 449000
奈羅花 353000
宇志海いちご 163000
安土桃 127000
家長むぎ 172000
小野町春香 192000
山神カルタ 182000
弦月藤士郎 268000
愛園愛美 173000
成瀬鳴 117000
文野環 321000
早瀬走 213000
明楽レイ 48400
星川サラ 788000
春崎エアル 107000
月ノ美兎 880000
朝日南アカネ 196000
本間ひまわり 694000
来栖夏芽 178000
東堂コハク 112000
桜凛月 213000
森中花咲 275000
椎名唯華 578000
樋口楓 552000
海妹四葉 124000
渋谷ハジメ 147000
瀬戸美夜子 155000
物述有栖 248000
甲斐田晴 464000
町田ちま 511000
白雪巴 365000
相羽ういは 331000
矢車りね 76400
社築 634000
神田笑一 227000
空星きらめ 157000
竜胆尊 505000
舞元啓介 373000
花畑チャイカ 384000
葉加瀬冬雪 370000
葉山舞鈴 249000
葛葉 1330000
西園チグサ 371000
語部紡 77500
赤羽葉子 171000
轟京子 129000
郡道美玲 425000
鈴木勝 251000
鈴谷アキ 142000
鈴鹿詩子 537000
長尾景 298000
雨森小夜 157000
雪城真尋 160000
静凛 354000
飛鳥ひな 104000
魔使マオ 257000
魔界ノりりむ 309000
鷹宮リオン 446000
黒井しば 187000
黛灰 545000
민수하 103000
