descending order
DATA date is  22-10-20
ライバー,VideoCount
アルランディス 1576
夕刻ロベル 1205
岸堂天真 840
花咲みやび 636
律可 572
荒咬オウガ 564
影山シエン 470
アステル・レダ 436
緋崎ガンマ 233
奏手イヅル 205
水無世燐央 178
夜十神封魔 162
羽継烏有 158
RegisAltare 108
NoirVesper 103
AxelSyrios 97
鏡見キラ 95
MagniDezmond 81
薬師寺朱雀 0
