descending order
DATA date is  22-10-07
ライバー,subscriberCount
夕刻ロベル 273000
律可 218000
アステル・レダ 212000
影山シエン 209000
奏手イヅル 196000
RegisAltare 182000
アルランディス 173000
NoirVesper 173000
荒咬オウガ 168000
MagniDezmond 165000
AxelSyrios 152000
花咲みやび 131000
岸堂天真 126000
夜十神封魔 86500
緋崎ガンマ 86000
水無世燐央 84700
鏡見キラ 77100
羽継烏有 70400
薬師寺朱雀 10300
