DATA date is  22-05-31
ライバー,subscriberCount
AiraniIofifteen 578000
AnyaMelfissa 491000
AyundaRisu 670000
AZKi 638000
CeresFauna 543000
GawrGura 3970000
HakosBaelz 555000
IRyS 826000
KaelaKovalskia 272000
KoboKanaeru 647000
KureijiOllie 1070000
MoonaHoshinova 1080000
MoriCalliope 2060000
NanashiMumei 649000
NinomaeIna'nis 1410000
OuroKronii 729000
PavoliaReine 620000
TakabashiKiara 1370000
TsukumoSana 326000
VestiaZeta 392000
WatsonAmelia 1660000
さくらみこ 1470000
ときのそら 974000
アキ・ローゼンタール 675000
ラプラス・ダークネス 785000
ロボ子さん 837000
不知火フレア 882000
兎田ぺこら 1940000
博衣こより 609000
夏色まつり 1240000
夜空メル 720000
大神ミオ 992000
大空スバル 1320000
天音かなた 1200000
姫森ルーナ 806000
宝鐘マリン 1920000
尾丸ポルカ 979000
常闇トワ 1050000
戌神ころね 1820000
星街すいせい 1480000
桃鈴ねね 936000
沙花叉クロヱ 829000
湊あくあ 1630000
猫又おかゆ 1390000
獅白ぼたん 1160000
癒月ちょこ 870000
白神フブキ 1880000
白銀ノエル 1490000
百鬼あやめ 1270000
紫咲シオン 1010000
角巻わため 1220000
赤井はあと 1360000
雪花ラミィ 1000000
風真いろは 542000
鷹嶺ルイ 521000
