DATA date is  22-10-16
ライバー,VideoCount
AlbanKnox 207
AmiciaMichella 592
AzuraCecillia 483
BanHada 166
BonnivierPranaja 280
DeremKado 468
EliraPendora 402
EnnaAlouette 256
EtnaCrimson 329
FinanaRyugu 404
FulgurOvid 165
Gaon 547
HaYun 236
HyonaElatiora 220
IkeEveland 201
LaylaAlstroemeria 535
LeeRoha 287
LucaKaneshiro 253
MillieParfait 294
MiyuOttavia 374
MystaRias 264
NagisaArcinia 340
Nagi【にじさんじ】 373
NaraHaramaung 472
NaSera【にじさんじ】 296
NinaKosaka 374
OhJiyu 366
PetraGurin 289
PomuRainpuff 530
RaiGalilei 246
ReimuEndou 294
RezaAvanluna 561
RiksaDhirendra 653
RosemiLovelock 359
RyuHari 271
Ryushen 494
SelenTatsuki 450
SonnyBrisko 194
UkiVioleta 154
VoxAkuma 256
XiaEkavira 271
Yamino 215
YugoAsuma 174
えま★おうがすと 390
える【にじさんじ】 1484
でびでび・でびる 1012
ましろ None
アクシア・クローネ 305
アルス・アルマル 1016
アンジュ・カトリーナ 463
イブラヒム 855
エクス・アルビオ 845
エリー・コニファー 411
オリバー・エバンス 258
ギルザレンⅲ世 41
グウェル・オス・ガール 633
シスカレオンタイン 433
シスター・クレア 2091
ジョー・力一 538
セフィナ 501
セラフ・ダズルガーデン 96
ゼアコルネリア 484
タカラジマン 817
ドーラ 705
ニュイ・ソシエール 924
ハナマキア 582
フミ 956
フレン・E・ルスタリオ 738
ベルモンド・バンデラス 1010
ミカメラティカ 335
ミン・スゥーハ 484
モイラ 435
ヤンナリ 538
ラトナ・プティ 739
リゼ・ヘルエスタ 567
ルイス・キャミー 674
レイン・パターソン 416
レオス・ヴィンセント 360
レヴィ・エリファ 854
ローレン・イロアス 280
三枝明那 678
不破湊 829
伏見ガク 602
健屋花那 601
先斗寧 188
剣持刀也 391
加賀美ハヤト 765
勇気ちひろ 1342
卯月コウ 614
周央サンゴ 471
四季凪アキラ 60
壱百満天原サロメ 120
夕陽リリ 716
夜見れな 1217
夢月ロア 364
夢追翔 677
天ヶ瀬むゆ 162
天宮こころ 902
奈羅花 529
宇志海いちご 473
安土桃 127
家長むぎ 161
小野町春香 1008
山神カルタ 730
弦月藤士郎 495
愛園愛美 556
成瀬鳴 615
文野環 499
早瀬走 470
明楽レイ 331
星川サラ 834
春崎エアル 280
月ノ美兎 700
朝日南アカネ 362
本間ひまわり 1246
来栖夏芽 651
東堂コハク 178
桜凛月 1273
森中花咲 413
椎名唯華 1188
樋口楓 935
海妹四葉 172
渋谷ハジメ 1694
渡会雲雀 83
瀬戸美夜子 961
物述有栖 546
甲斐田晴 979
町田ちま 406
白雪巴 749
相羽ういは 97
矢車りね 135
社築 915
神田笑一 1621
空星きらめ 363
竜胆尊 340
舞元啓介 610
花畑チャイカ 688
葉加瀬冬雪 1022
葉山舞鈴 414
葛葉 1312
西園チグサ 944
語部紡 3
赤羽葉子 234
轟京子 622
郡道美玲 1404
鈴木勝 570
鈴谷アキ 848
鈴鹿詩子 772
長尾景 974
雨森小夜 73
雪城真尋 415
静凛 1319
風楽奏斗 80
飛鳥ひな 201
魔使マオ 684
魔界ノりりむ 822
鷹宮リオン 1500
黒井しば 406
黛灰 603
