descending order
DATA date is  22-10-09
ライバー,VideoCount
アルランディス 1549
夕刻ロベル 1199
岸堂天真 832
花咲みやび 631
律可 566
荒咬オウガ 557
影山シエン 466
アステル・レダ 427
緋崎ガンマ 223
奏手イヅル 203
水無世燐央 174
夜十神封魔 159
羽継烏有 150
RegisAltare 100
NoirVesper 98
鏡見キラ 95
AxelSyrios 81
MagniDezmond 75
薬師寺朱雀 0
