descending order
DATA date is  22-10-09
ライバー,subscriberCount
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
GawrGura 4200000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
宝鐘マリン 2160000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
MoriCalliope 2150000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
兎田ぺこら 2070000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
白神フブキ 1980000
戌神ころね 1880000
戌神ころね 1880000
戌神ころね 1880000
戌神ころね 1880000
戌神ころね 1880000
戌神ころね 1880000
戌神ころね 1880000
戌神ころね 1880000
戌神ころね 1880000
